Key,Source,Context,Changes,English,French,German,Klingon,Spanish
aegenNetOffline,,General App Error,KgNone,You are not connected to the internet. Please resolve this issue and try again.,Vous n'êtes pas connecté(e) à Internet. Veuillez résoudre le problème et réessayer.,Du hast keine Verbindung mit dem Internet. Bitte löse dieses Problem und versuche es erneut.,,No tienes conexión a internet. Soluciona este problema e inténtalo de nuevo.
aegenPatch,,General App Error,KgNone,A patch is required to access multiplayer features.,Un patch est nécessaire pour accéder aux fonctionnalités multijoueur.,Ein Patch ist erforderlich um auf Mehrspieler-Funktionen zuzugreifen.,,"Para acceder a la configuración multijugador, es necesario un parche."
aegenPrivilegeUCC,,General App Error,KgNone,Access to user created content is required for this feature.,L'accès au contenu créé par l'utilisateur est requis pour cette fonctionnalité.,Für diese Funktion ist der Zugriff auf von Nutzern erschaffenen Inhalt nötig.,,Se necesita acceso al contenido creado por el usuario para esta característica.
aegenPSNPrivilege,,General App Error,KgNone,Access to PlayStation®Plus is required for this feature.,L'accès au PlayStation®Plus est requis pour cette fonctionnalité.,Für diese Funktion ist der Zugriff auf PlayStation®Plus nötig.,,Se necesita acceso a PlayStation®Plus para esta característica.
aegenUnknown,,General App Error,KgNone,An unknown error has occurred. Please try again later.,Une erreur inconnue est survenue. Veuillez réessayer plus tard.,Ein unbekannter Fehler ist aufgetreten. Versuche es bitte später nochmal.,,Ocurrió un error desconocido. Inténtalo de nuevo más tarde.
aegenXBLOffline,,General App Error,KgNone,You are not connected to Xbox Live.  Please resolve this issue and try again.,Vous n'êtes pas connecté(e) au Xbox Live. Veuillez résoudre le problème et réessayer.,Du bist nicht mit Xbox Live verbunden. Bitte löse dieses Problem und versuche es erneut.,,No tienes conexión a Xbox Live. Soluciona este problema e inténtalo de nuevo.
aegenXBLPrivilege,,General App Error,KgNone,Access to Xbox Live is required for this feature.,L'accès au Xbox Live est requis pour cette fonctionnalité.,Für diese Funktion ist der Zugriff auf Xbox Live nötig.,,Se necesita acceso a Xbox Live para esta característica.
controllerDisconnected,,General App Error,KgNone,{0}'s controller has been disconnected.,La manette de {0} a été déconnectée.,Controller von {0} ist nicht länger verbunden.,,El control de {0} se ha desconectado.
controllerPS4Disconnected,,General App Error,KgNone,{0}'s wireless controller has been disconnected.,La manette sans fil de {0} a été déconnectée.,Der Wireless-Controller von {0} ist nicht länger verbunden.,,El mando inalámbrico de {0} se ha desconectado.
playGoManyMinutes,,General App Error,KgNone,{0} minutes,{0} minutes,{0} Minuten,,{0} minutos
playGoOneMinute,,General App Error,KgNone,one minute,une minute,eine Minute,,un minuto
playGoRemaining,,General App Error,KgNone,Please wait until copy is complete to access this mode.\nTime until data copy completes: {0},Veuillez attendre la fin de la copie pour accéder à ce mode.\nTemps restant pour la copie des données : {0},Bitte warten bis der Kopiervorgang abgeschlossen ist um auf diesen Modus zuzugreifen.\nZeit bis zum Abschluss des Kopiervorgangs: {0},,Espera hasta que los datos se hayan copiado por completo para acceder a este modo.\nTiempo restante: {0}
playGoSubMinute,,General App Error,KgNone,less than a minute,moins d’une minute,weniger als eine Minute,,menos de un minuto
aegenPSNOffline,,GeneralAppError,KgNone,You are not connected to the PlayStation™Network.  Please resolve this issue and try again.,Vous n'êtes pas connecté(e) au PlayStation™Network. Veuillez résoudre le problème et réessayer.,Du bist nicht mit dem PlayStation™Network verbunden. Bitte löse dieses Problem und versuche es erneut.,,No tienes conexión con PlayStation™Network. Soluciona este problema e inténtalo de nuevo.
igcoAction1,,In game callout,KgNone,Action 1,Action 1,Aktion 1,,Acción 1
igcoAction2,,In game callout,KgNone,Action 2,Action 2,Aktion 2,,Acción 2
igcoAction3,,In game callout,KgNone,Action 3,Action 3,Aktion 3,,Acción 3
igcoAction4,,In game callout,KgNone,Action 4,Action 4,Aktion 4,,Acción 4
igcoActivate,,In game callout,KgNone,Interact,Interagir,Interagieren,,Interactuar
igcoAltAmmo,,In game callout,KgNone,(Hold) Alt Ammo,(Maintenir) Munition alternative,(Halten) Alt. Munition,,(Mantener) Munición alterna
igcoCancel,,In game callout,KgNone,CANCEL,ANNULER,ABBRECHEN,,CANCELAR
igcoCategoryLeft,,In game callout,KgNone,Category Left,Catégorie gauche,Kategorie links,,Categoría izquierda
igcoCategoryRight,,In game callout,KgNone,Category Right,Catégorie droite,Kategorie rechts,,Categoría derecha
igcoChoose,,In game callout,KgNone,CHOOSE,CHOISIR,WÄHLEN,,ELEGIR
igcoConfirm,,In game callout,KgNone,CONFIRM,CONFIRMER,BESTÄTIGEN,,CONFIRMAR
igcoCycleBeltLeft,,In game callout,KgNone,Cycle Belt Left,Déplacer la ceinture vers la gauche,Gürtel nach links,,Recorrer cinturón a la izquierda
igcoCycleBeltRight,,In game callout,KgNone,Cycle Belt Right,Déplacer la ceinture vers la droite,Gürtel nach rechts,,Recorrer cinturón a la derecha
igcoDrop,,In game callout,KgNone,Drop,Jeter,Fallenlassen,,Soltar
igcoDropAll,,In game callout,KgNone,Drop All,Tout jeter,Alles fallenlassen,,Soltar todo
igcoDropItem,,In game callout,KgNone,Drop Item,Laisser tomber l'objet,Gegenstand fallenlassen,,Soltar objeto
igcoDropOne,,In game callout,KgNone,Drop One,En jeter un,1 fallenlassen,,Soltar uno
igcoExit,,In game callout,KgNone,Exit,Quitter,Verlassen,,Salir
igcoInspect,,In game callout,KgNone,Inspect,Inspecter,Ansehen,,Inspeccionar
igcoInventory,,In game callout,KgNone,Inventory,Inventaire,Inventar,,Inventario
igcoJump,,In game callout,KgNone,Jump,Sauter,Springen,,Saltar
igcoLeftClick,,In game callout,KgNone,Left Click,Clic gauche,Links-Klick,,Clic izquierdo
igcoListPageDown,,In game callout,KgNone,List Page Down,Page suivante de la liste,Listenseite runter,,Bajar en la lista de resultados
igcoListPageUp,,In game callout,KgNone,List Page Up,Page précédente de la liste,Listenseite hoch,,Subir en la lista de resultados
igcoLook,,In game callout,KgNone,Look,Regarder,Schauen,,Mirar
igcoLootAll,,In game callout,KgNone,Loot All,Tout piller,Alles plündern,,Saquear todo
igcoMapMove,,In game callout,KgNone,(hold) Move Map,(maintenir) Déplacer la carte,(halten) Karte bewegen,,(mantener) Mover mapa
igcoMapWaypoint,,In game callout,KgNone,Waypoint,Cheminement,Wegpunkt,,Punto de regreso
igcoMapZoom,,In game callout,KgNone,Zoom,Zoomer,Zoom,,Zoom
igcoMenuLeft,,In game callout,KgNone,Menu Left,Menu à gauche,Menü links,,Menú izquierdo
igcoMenuRight,,In game callout,KgNone,Menu Right,Menu à droite,Menü rechts,,Menú derecho
igcoMove,,In game callout,KgNone,Move,Se déplacer,Bewegen,,Mover
igcoMoveCursor,,In game callout,KgNone,Move Cursor,Déplacer le curseur,Cursor bewegen,,Mover cursor
igcoPaging,,In game callout,KgNone,Page Left/Right,Page gauche/droite,Seite links/rechts,,Página izquierda/derecha
igcoPauseMenu,,In game callout,KgNone,Pause Menu,Menu de pause,Pause-Menü,,Menú de pausa
igcoPickup,,In game callout,KgNone,Pickup,Ramasser,Aufheben,,Recoger
igcoPickUpItem,,In game callout,KgNone,(hold & drag) Pick Up Item,(maintenir et faire glisser) Ramasser l'objet,(halten und ziehen) Gegenstand aufheben,,(mantener y arrastrar) Recoger objeto
igcoPlace,,In game callout,KgNone,Place,Placer,Platzieren,,Colocar
igcoPlaceAll,,In game callout,KgNone,Place All,Tout placer,Alles platzieren,,Colocar todo
igcoPlaceOne,,In game callout,KgNone,Place One,En placer un,1 platzieren,,Colocar uno
igcoPlayerScreen,,In game callout,KgNone,Players Screen,Écran des joueurs,Spielerbildschirm,,Pantalla de los jugadores
igcoPrimaryAction,,In game callout,KgNone,Primary Action,Action principale,Primäre Aktion,,Acción principal
igcoQuickMove,,In game callout,KgNone,Quick Move,Déplacement rapide,Schnell bewegen,,Movimiento rápido
igcoQuickSlot1,,In game callout,KgNone,Quick Slot 1,Emplacement rapide 1,Schnellslot 1,,Asignar / Usar objeto 1
igcoQuickSlot2,,In game callout,KgNone,Quick Slot 2,Emplacement rapide 2,Schnellslot 2,,Asignar / Usar objeto 2
igcoQuickSlot3,,In game callout,KgNone,Quick Slot 3,Emplacement rapide 3,Schnellslot 3,,Asignar / Usar objeto 3
igcoRadialHighlight,,In game callout,KgNone,(Rotate) Highlight Selection,(Pivoter) Sélectionner,(Rotieren) Auswahl markieren,,(Rotar) Resaltar selección
igcoRadialMenu,,In game callout,KgNone,(Hold) Radial Menu,(Maintenir) Menu circulaire,(Halten) Radialmenü,,(Mantener) Menú de radio
igcoRadialSelect,,In game callout,KgNone,(Release) Select,(Relâcher) Confirmer sélection,(Loslassen) Auswählen,,(Soltar) Seleccionar
igcoReload,,In game callout,KgNone,Reload,Recharger,Nachladen,,Recargar
igcoRightClick,,In game callout,KgNone,Right Click,Clic droit,Rechts-Klick,,Clic derecho
igcoScope,,In game callout,KgNone,Precision Zoom,Zoom de précision,Zoom,,Zoom de precisión
igcoSecondaryAction,,In game callout,KgNone,Secondary Action,Action secondaire,Sekundäre Aktion,,Acción secundaria
igcoSelect,,In game callout,KgNone,SELECT,SÉLECTIONNER,AUSWÄHLEN,,SELECCIONAR
igcoSelectItem,,In game callout,KgNone,Select,Sélectionner,Auswählen,,Seleccionar
igcoSplit,,In game callout,KgNone,Split,Séparer,Teilen,,Dividir
igcoSprint,,In game callout,KgNone,Sprint,Sprinter,Sprinten,,Correr
igcoSwap,,In game callout,KgNone,Swap,Échanger,Tauschen,,Cambiar
igcoTake,,In game callout,KgNone,Take,Prendre,Nehmen,,Recoger
igcoTakeAll,,In game callout,KgNone,Take All,Tout prendre,Alles nehmen,,Recoger todo
igcoTakeHalf,,In game callout,KgNone,Take Half,Prendre la moitié,Hälfte nehmen,,Recoger la mitad
igcoToggleCrouch,,In game callout,KgNone,Toggle Crouch,S'accroupir/Se relever,Ducken umschalten,,Activar agacharse
igcoToggleLight,,In game callout,KgNone,Toggle Light,Allumer/Éteindre la lumière,Licht an/aus,,Encender luz
iglblPressbuttonToStart,,In Game loading Screen,KgNone,Press the {0} button to start,Appuyer sur le bouton {0} pour commencer,Drücke auf „{0}“ um zu starten,,Presiona el botón {0} para empezar.
iglblLockCorrect,,In Game Lock UI,KgNone,UNLOCKED,DÉVERROUILLÉ(E),ENTRIEGELT,,DESBLOQUEADO
iglblLockIncorrect,,In Game Lock UI,KgNone,INCORRECT CODE,CODE INCORRECT,FALSCHER CODE,,CÓDIGO INCORRECTO
iglblLockTitleLock,,In Game Lock UI,KgNone,LOCK CODE,CODE DE VERROUILLAGE,SCHLIESSCODE,,CÓDIGO DE BLOQUEO
iglblLockTitleUnlock,,In Game Lock UI,KgNone,UNLOCK CODE,CODE DE DÉVERROUILLAGE,ENTSPERRCODE,,CÓDIGO DE DESBLOQUEO
igmInviteFriends,,In Game Menu,KgNone,INVITE FRIENDS,INVITER DES AMIS,FREUNDE EINLADEN,,INVITAR A AMIGOS
igmQuitGame,,In Game Menu,KgNone,QUIT,QUITTER,VERLASSEN,,SALIR
igmResumeGame,,In Game Menu,KgNone,RESUME GAME,REPRENDRE LA PARTIE,SPIEL FORTSETZEN,,REANUDAR PARTIDA
igmSplitScreen,,In Game Menu,KgNone,SPLIT SCREEN,ÉCRAN PARTAGÉ,GETEILTER BILDSCHIRM,,PANTALLA DIVIDIDA
igmSplitScreenLandscape,,In Game Menu,KgNone,LANDSCAPE,PAYSAGE,LANDSCHAFT,,PAISAJE
igmSplitScreenPortrait,,In Game Menu,KgNone,PORTRAIT,PORTRAIT,PORTRAIT,,RETRATO
igmXB1ProfileDisplay,,In Game Menu,KgNone,PROFILE ({0}),PROFIL {0},PROFIL ({0}),,PERFIL ({0})
mmMatchCreateFailed,,In-Game Match Creation Message,KgNone,Match session creation failed. Retrying...,Échec de la création de session de match. Nouvelle tentative...,Matchsitzung konnte nicht erstellt werden. Erneuter Versuch …,,Fallo en la creación de sesión de partida. Reintentando...
mmMatchCreateSucceeded,,In-Game Match Creation Message,KgNone,Match session created.,Session de match créée.,Matchsitzung erstellt.,,Sesión de partida creada.
igDLCinstalled,,InGame DLC Popup,KgNone,New Content has been installed. Would you like to return to the main menu to enable its use?,Nouveau contenu installé. Souhaitez-vous retourner au menu principal pour l’activer ?,Es wurden neue Inhalte installiert. Möchtest du ins Hauptmenü zurückkehren um deren Verwendung zu ermöglichen?,,Se ha instalado el contenido nuevo. ¿Quieres volver al menú principal para activarlo?
waitingForServer,,Loading Message,KgNone,Waiting for server...,En attente pour le serveur...,Warten auf Server ...,,Esperando al servidor...
mmLoadingTip0,,Loading Screen Tooltip 0,KgNone,Drink directly from water sources using the Secondary Action while wielding your fists.,Buvez directement aux sources d'eau à l'aide de l'action secondaire en avançant vos poings.,Trinke direkt von Wasserquellen mit der sekundären Aktion während du deine Fäuste schwingst.,,Bebe directamente de las fuentes de agua con la acción secundaria mientras blandes los puños.
mmLoadingTip0_button,,Loading Screen Tooltip 0,KgNone,Drink directly from water sources using the Secondary Action {0} while wielding your fists.,Buvez directement aux sources d'eau à l'aide de l'action secondaire {0} en avançant vos poings.,Trinke direkt von Wasserquellen mit der sekundären Aktion {0} während du deine Fäuste schwingst.,,Bebe directamente de las fuentes de agua con la acción secundaria {0} mientras blandes los puños.
mmLoadingTip1,,Loading Screen Tooltip 1,KgNone,Careful! Some water sources may be contaminated and pose a health risk.,Attention ! Certaines sources d'eau sont contaminées et peuvent mettre votre santé en danger.,Achtung! Manche Wasserquellen können verschmutzt sein und ein Gesundheitsrisiko darstellen.,,"Cuidado! Algunas fuentes de agua pueden estar contaminadas y, por tanto, poner en riesgo tu salud."
mmLoadingTip10,,Loading Screen Tooltip 10,KgNone,Experiment with customizable settings and rulesets.,Testez les différents ensembles de règles et paramètres personnalisables.,Experimentiere mit benutzerdefinierten Einstellungen und Regelsätzen.,,Experimenta con ajustes y conjuntos de reglas personalizables.
mmLoadingTip11,,Loading Screen Tooltip 11,KgNone,To eat and drink wield an item and use Secondary Action.,Pour manger et boire maniez un objet et utilisez l'action secondaire.,"Um zu essen oder zu trinken, halte einen Gegenstand und verwende die sekundäre Aktion.",,"Para comer y beber, empuña un objeto y usa la acción secundaria."
mmLoadingTip11_button,,Loading Screen Tooltip 11,KgNone,To eat and drink wield an item and use Secondary Action {0}.,Pour manger et boire maniez un objet et utilisez l'action secondaire {0}.,"Um zu essen oder zu trinken, halte einen Gegenstand und verwende die sekundäre Aktion {0}.",,"Para comer y beber, empuña un objeto y usa la acción secundaria {0}."
mmLoadingTip12,,Loading Screen Tooltip 12,KgNone,Enjoy split screen co-op by signing in a second player while in Single Player mode.,Profitez du mode coopération en écran partagé en connectant un deuxième joueur dans le mode un joueur.,Wenn du im Einzelspieler-Modus einen zweiten Spieler anmeldest erscheint ein geteilter Bildschirm für Koop.,,",Si un segundo jugador inicia sesión mientras estás en el modo de un jugador, uedes disfrutar de la pantalla dividida en modo cooperativo."
mmLoadingTip13,,Loading Screen Tooltip 13,KgNone,To assemble Guns or Motorized Tools you must have all the parts in your inventory and have read the recipe. Build it by selecting the part in your inventory and using the \Assemble\ action. These recipes will not appear in the Crafting menus.,Pour assembler des armes ou des outils motorisés vous devez posséder toutes les pièces nécessaires dans votre inventaire et avoir lu la composition. Fabriquez l'objet à l'aide des pièces se trouvant dans votre inventaire en utilisant l'action \Assemble\. Ces compositions n'apparaîtront pas dans les menus de fabrication.,"Um Waffen oder motorisierte Werkzeuge zusammenzusetzen, musst in deinem Inventar über alle Teile verfügen und das Rezept gelesen haben. Baue, indem du das Teil in deinem Inventar auswählst und die Aktion \Zusammensetzen\ auswählst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Para ensamblar pistolas o herramientas motorizadas, tienes que disponer de todas las partes en tu inventario y haber leído la receta. Constrúyela seleccionando la parte de tu inventario y usando la acción de \Ensamblar\. Estas recetas no aparecen en los menús de Fabricación."
mmLoadingTip14,,Loading Screen Tooltip 14,KgNone,Air Supply Drops can happen around mid-day. Listen for the airplane and follow the orange smoke to find the crate the plane drops. You can also find supply crates marked on your map if the mark air drops option is enabled.,Les parachutages ont généralement lieu aux alentours de midi. Soyez attentif passage de l'avion et suivez la fumée orange pour trouver la caisse parachutée. Vous pouvez également trouver des caisses de provisions sur votre carte si l'option d'affichage des parachutages est activée.,"Abwürfe von Vorräten können zur Mittagszeit vorkommen. Horche nach den Flugzeugen und folge dem orangefarbenen Rauch um die Kisten zu finden die die Flugzeuge fallen gelassen haben. Du kannst Vorratskisten auch auf deiner Karte finden, wenn die Funktion ''Airdorp markieren'' aktiviert ist.",,Los suministros aéreos se dejan caer alrededor del mediodía. Espera oír algún avión y sigue el humo naranja para encontrar la caja que ha soltado. También puedes encontrar cajas de suministros marcadas en tu mapa si la opción de marcar suministros aéreos está activada.
mmLoadingTip15,,Loading Screen Tooltip 15,KgNone,Use a Bone Shiv or Bladed Weapon to skin an animal and receive bonus resources. This is also true when using a wrench to break down cars or mechanical items. Use the best tool for the job and get bigger rewards.,Utilisez un surin en os ou une arme à lame pour dépecer un animal et obtenir des ressources bonus. Le même système s'applique avec une clé à molette pour démonter des véhicules ou des objets mécaniques. Utilisez les meilleurs outils pour obtenir de meilleures récompenses.,Verwende eine Knochenklinge oder eine Klingenwaffe um ein Tier zu häuten und Bonusrohstoffe zu erhalten. Dies gilt auch für das Verwenden eines Schraubenschlüssels um Autos oder mechanische Gegenstände auseinanderzubauen. Verwende das beste Werkzeug für die Tätigkeit und erhalte größere Belohnungen.,,Usa un pincho de hueso o una arma de hoja para desollar a un animal y recibirás recursos de bonificación. Lo mismo sucede si usas una llave inglesa para averiar coches u objetos mecánicos. Escoge la mejor herramienta para el trabajo y recibirás mejores recompensas.
mmLoadingTip16,,Loading Screen Tooltip 16,EnChanged,Forges are used to smelt metals and resources used to craft more recipes. Recipes can only be crafted at the forge using the smelted resources not items from your inventory. Unlock even more recipes in the forge by adding an anvil crucible or tool and die set.,Les forges permettent de fondre les métaux et les ressources nécessaires à la fabrication de compositions. Les compositions peuvent uniquement être fabriquées à la forge en utilisant les ressources fondues et non les objets de votre inventaire. Déverrouillez encore plus de compositions à la forge en ajoutant une enclume un pied à coulisse ou un lot de matrices et d'outils.,"Schmiedeöfen werden verwendet, um Metalle und Rohstoffe zu schmelzen, um mehr Rezepte zu fertigen. Rezepte können nur im Schmiedeofen mit den geschmolzenen Rohstoffen gefertigt werden, nicht mit Gegenständen aus deinem Inventar. Schalte im Schmiedeofen noch mehr Rezepte frei, indem du einen Amboss, einen Messschieber oder ein Tool & Die Set hinzufügst.",,",Las fraguas sirven para fundir metales y recursos necesarios para crear más recetas. Los objetos de tu inventario no sirven para crear recetas en la fragua; tan solo sirven los recursos fundidos. Desbloquea todavía más recetas en la fragua añadiendo un yunque, calibradores o herramientas y un juego de ajuste."
mmLoadingTip2,,Loading Screen Tooltip 2,KgNone,You can create a Stone Axe using Wood Plant Fibers and Small Stones.,Vous pouvez créer une hache de pierre avec du bois des fibres végétales et de petites pierres.,"Mit Holz, Pflanzenfasern und kleinen Steinen kannst du eine Steinaxt herstellen.",,"Puedes crear un hacha de piedra con madera, fibra vegetal y piedras pequeñas."
mmLoadingTip3,,Loading Screen Tooltip 3,KgNone,Wood may be used to create Wood Frames for building structures.,Le bois peut servir à créer des structures en bois pour les constructions.,Mit Holz können Holzrahmen zum Bauen von Strukturen hergestellt werden.,,La madera se puede usar para crear estructuras de madera para los edificios.
mmLoadingTip4,,Loading Screen Tooltip 4,KgNone,Upgrading items uses extra materials from your Inventory.,L'amélioration des objets nécessite des matériaux supplémentaires de votre inventaire.,Beim Aufwerten von Gegenständen werden zusätzliche Materialien aus deinem Inventar verwendet.,,"Para mejorar objetos, necesitas materiales extra de tu inventario."
mmLoadingTip5,,Loading Screen Tooltip 5,KgNone,You can place waypoints on your Map to keep track of important locations.,Vous pouvez placer des cheminements sur votre carte afin de repérer les emplacements importants.,Du kannst Wegpunkte auf deiner Karte platzieren um wichtige Orte zu markieren.,,Puedes poner puntos de regreso en el mapa para registrar las ubicaciones importantes.
mmLoadingTip6,,Loading Screen Tooltip 6,KgNone,You can view Active Effects Resistances and detailed Stats in the Character menu.,Vous pouvez voir les effets actifs les résistances et les stats détaillées dans le menu du personnage.,",Im Charakter-Menü kannst du aktive Effekte, Resistenzen und detaillierte Statistiken einsehen.",,"Puedes ver los efectos activos, las resistencias y las estadísticas detalladas en el menú del Personaje."
mmLoadingTip7,,Loading Screen Tooltip 7,KgNone,Craft a Forge to smelt metals and unlock new recipes.,Fabriquez une forge pour y faire fondre des métaux et déverrouiller de nouvelles compositions.,Fertige einen Schmiedeofen um Metalle zu schmelzen und neue Rezepte freizuschalten.,,Crea una fragua para fundir metales y desbloquear recetas nuevas.
mmLoadingTip8,,Loading Screen Tooltip 8,KgNone,Crouching will enter Stealth mode and make you harder to see.,Vous accroupir vous permet de passer en mode furtif et vous rend plus difficile à détecter.,Wenn du dich duckst begibst du dich in den Tarnmodus wodurch man dich schlechter sehen kann.,,"Si te agachas, entrarás en modo Sigilo y será más difícil que te vean."
mmLoadingTip8_button,,Loading Screen Tooltip 8,KgNone,Crouching {0} will enter Stealth mode and make you harder to see.,Vous accroupir {0} vous permet de passer en mode furtif et vous rend plus difficile à détecter.,Wenn du dich duckst {0} begibst du dich in den Tarnmodus wodurch man dich schlechter sehen kann.,,"Si te agachas {0}, entrarás en modo Sigilo y será más difícil que te vean."
mmLoadingTip9,,Loading Screen Tooltip 9,KgNone,Use the controller shortcuts to quickly Craft or Equip selected items in your Inventory.,Utilisez les raccourcis de la manette pour fabriquer ou équiper rapidement les objets sélectionnés dans votre inventaire.,Verwende die Controller-Tastenkürzel um schnell ausgewählte Gegenstände in deinem Inventar zu fertigen oder auszurüsten.,,Usa los atajos del mando para fabricar o equipar rápidamente los objetos seleccionados en tu inventario.
mmLoadingTip9_button,,Loading Screen Tooltip 9,KgNone,Use the controller shortcuts {0} to quickly Craft or Equip selected items in your Inventory.,Utilisez les raccourcis de la manette {0} pour fabriquer ou équiper rapidement les objets sélectionnés dans votre inventaire.,Verwende die Controller-Tastenkürzel {0} um schnell ausgewählte Gegenstände in deinem Inventar zu fertigen oder auszurüsten.,,Usa los atajos del mando {0} para fabricar o equipar rápidamente los objetos seleccionados en tu inventario.
aealToS,,Main Menu Account Linking,KgNone,Please accept the Terms of Service.,Veuillez accepter les conditions d'utilisation.,Bitte akzeptiere die Nutzungsbedingungen.,,Acepta los Términos de servicio.
mmBtnJoin,,Main Menu Account Linking,KgNone,JOIN,REJOINDRE,BEITRETEN,,UNIRSE
mmBtnLinkEmail,,Main Menu Account Linking,KgNone,EMAIL*,ADRESSE E-MAIL*,E-MAIL-ADRESSE*,,CORREO ELECTRÓNICO*
mmBtnLinkOptIn,,Main Menu Account Linking,KgNone,Keep me informed via email,Tenez-moi au courant par e-mail,Haltet mich per E-Mail auf dem Laufenden,,Manténganme informado por correo electrónico.
mmBtnLinkPassword,,Main Menu Account Linking,KgNone,PASSWORD*,MOT DE PASSE*,PASSWORT*,,CONTRASEÑA*
mmBtnLinkToS,,Main Menu Account Linking,KgNone,By clicking Join you agree to accept\nthe terms of service. See: ttg.io./tos/,En cliquant sur « Rejoindre » vous acceptez\nles conditions d'utilisation. Voir : ttg.io./tos/,"Wenn du auf „Beitreten“ klickst, akzeptierst du\ndie Nutzungsbedingungen. Siehe: ttg.io./tos/",,"Al hacer clic en Unirse, aceptas\nlos términos de servicio. Consulta: ttg.io./tos/"
mmBtnSignIn,,Main Menu Account Linking,KgNone,SIGN IN,SE CONNECTER,ANMELDEN,,INICIAR SESIÓN
mmLblLinkConnectingInfo,,Main Menu Account Linking,KgNone,Connecting to server...,CONNEXION AU SERVEUR...,Verbindung zum Server …,,Conectando al servidor...
mmLblLinkConnectingTitle,,Main Menu Account Linking,KgNone,CONNECTING,CONNEXION EN COURS,VERBINDUNG WIRD HERGESTELLT …,,CONECTANDO
mmLblLinkInfo1,,Main Menu Account Linking,KgNone,Join the community and be the first to know about 7 Days game updates and DLC content!,Rejoignez la communauté et recevez en avant-première des informations sur les mises à jour de 7 Days et les DLC !,Werde Teil der Community und erfahre als Erstes von Spielupdates und DLC-Inhalten für 7 Days!,,¡Únete a la comunidad y sé el primero en enterarte de cuándo hay actualizaciones y nuevo contenido descargable para 7 Days!
mmLblLinkInfo2,,Main Menu Account Linking,KgNone,Create an account or log in now!,Créez un compte ou connectez-vous maintenant !,Erstelle ein Konto oder logge dich jetzt ein!,,¡Crea una cuenta o inicia sesión!
mmLblLinkInfo3,,Main Menu Account Linking,KgNone,More on Telltale accounts perks at: telltale.com/accounts,Plus d'informations sur les avantages des comptes Telltale sur : telltale.com/accounts,Hier erfährst du mehr zu den Vorteilen eines Telltale-Kontos: telltale.com/accounts,,Descubre más ventajas de las cuentas de Telltale en: telltale.com/accounts
mmLblLinkJoinInfo,,Main Menu Account Linking,KgNone,Complete the necessary* fields to create a Telltale Games Account.,Remplissez les champs nécessaires* pour créer un compte Telltale Games.,Fülle die erforderlichen* Felder aus um ein Telltale Games-Konto zu erstellen.,,Completa los campos necesarios* para crear una cuenta de Telltale Games.
mmLblLinkSignedInInfo,,Main Menu Account Linking,KgNone,Thanks for signing into your Telltale Games Account! To learn more about the benefits of your account and participate in the Telltale Community visit telltale.com/accounts.,Merci de vous connecter à votre compte Telltale Games ! Pour en savoir plus sur les avantages offerts par votre compte et faire partie de la communauté Telltale rendez-vous sur telltale.com/accounts.,"Vielen Dank für das Anmelden bei deinem Telltale Games-Konto! Besuche telltale.com/accounts, um mehr über die Vorteile deines Kontos zu erfahren und Teil der Telltale-Community zu werden.",,"Gracias por iniciar sesión con tu cuenta de Telltale Games! Para obtener más información sobre los beneficios de tu cuenta y participar en la comunidad de Tellate, visita telltale.com/accounts"
mmLblLinkSignedInTitle,,Main Menu Account Linking,KgNone,ALREADY SIGNED IN,DÉJÀ CONNECTÉ(E),BEREITS ANGEMELDET,,YA INICIASTE SESIÓN
mmLblLinkSignInInfo,,Main Menu Account Linking,KgNone,Complete the necessary* fields to sign into Telltale Games.,Remplissez les champs nécessaires* pour vous connecter à Telltale Games.,Fülle die erforderlichen* Felder aus um dich bei deinem Telltale Games-Konto anzumelden.,,Completa los campos necesarios* para iniciar sesión en Telltale Games.
mmLblLinkSuccessInfo,,Main Menu Account Linking,KgNone,You have successfully signed into your Telltale Games account and will be automatically logged in whenever you relaunch your game. For more information about your account please visit telltale.com/accounts.,Vous avez réussi à vous connecter à votre compte Telltale Games et serez connecté(e) automatiquement quand vous relancerez le jeu. Pour plus d'informations concernant votre compte rendez-vous sur telltale.com/accounts.,"Du hast dich erfolgreich bei deinem Telltale Games-Konto angemeldet und wirst jedes Mal automatisch eingeloggt, wenn du dein Spiel neu startest. Für weitere Informationen zu deinem Konto besuche bitte telltale.com/accounts.",,"Te conectaste a tu cuenta de Telltale Games correctamente. Cuando vuelvas a ejecutar el juego, la sesión se iniciará automáticamente. Para obtener más información sobre tu cuenta, visita telltale.com/accounts"
mmLblLinkSuccessTitle,,Main Menu Account Linking,KgNone,SIGNED IN,CONNECTÉ(E),ANGEMELDET,,SESIÓN INICIADA
mmLblLinkTitle,,Main Menu Account Linking,KgNone,MAXIMIZE YOUR 7 DAYS TO DIE EXPERIENCE,VIVEZ PLEINEMENT VOTRE EXPÉRIENCE 7 DAYS TO DIE,MAXIMIERE DEIN SPIELERLEBNIS MIT 7 DAYS TO DIE,,AMPLÍA TU EXPERIENCIA EN 7 DAYS TO DIE
mmArmLength,,Main Menu Character Creation,KgNone,ARM LENGTH,LONGUEUR DES BRAS,ARMLÄNGE,,LONGITUD DE LOS BRAZOS
mmArmWidth,,Main Menu Character Creation,KgNone,ARM WIDTH,LARGEUR DES BRAS,ARMDICKE,,ANCHURA DE LOS BRAZOS
