Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_BasicSurvival5_description_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Craft a Wooden Bow and Arrows.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. \n\nUne fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Fabriquez un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. \n\nWenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Fertige einen Holzbogen und Pfeile.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. \n\nUna vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Fabrica un arco de madera y flechas."
quest_BasicSurvival5_description_button_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Select {0} and Craft {1} a Wooden Bow and Arrows.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. \n\nUne fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Sélectionnez {0} et fabriquez {1} un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. \n\nWenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Wähle {0} einen Holzbogen und dann Pfeile aus und fertige {1} beides.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. \n\nUna vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Selecciona {0} y fabrica {1} un arco de madera y flechas."
quest_BasicSurvival6_description_console,,Quest Info,KeyCon KgNone,Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. \n\nPlace Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood in your Inventory.,"Collectez du bois et fabriquez des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez les structures en bois, puis placez-les à l'aide de l'action secondaire. Grâce au bois supplémentaire dans votre inventaire, vous pouvez les améliorer avec une hache de pierre, à l'aide de l'action secondaire.","Sammle Holz und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nPlatziere Holzrahmen in der Welt, indem du sie ausrüstest und die sekundäre Aktion verwendest. Werte sie mit einer Steinaxt und der sekundären Aktion auf, während du über zusätzliches Holz im Inventar verfügst.",,Reúne madera y fabrica estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\nEquipa las estructuras de madera y usa el botón de acción secundaria para colocarlas en el mundo. Mejóralas usando la acción secundaria con un hacha de piedra si tienes madera extra en tu inventario.
quest_BasicSurvival6_description_button_console,,Quest Info,KeyCon KgNone,"Gather wood and Craft {0} Wooden Frames from the Basics category of the Crafting window. \n\nFrom your Inventory, Select {1} and Equip {2} the Wooden Frames. Place Wooden Frames in the world with {3}. With extra wood in your inventory you can use {4} with a Stone Axe to upgrade the Wooden Frames.","Collectez du bois et fabriquez {0} des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nDans votre inventaire, sélectionnez {1} et équipez {2} les structures en bois. Placez les structures en bois avec {3}. Grâce au bois supplémentaire dans votre inventaire, utilisez {4} avec la hache de pierre pour améliorer les structures en bois.","Sammle Holz und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nWähle {1} in deinem Inventar die Holzrahmen aus und rüste {2} sie aus. Platziere mit {3} Holzrahmen in der Welt. Verfügst du über zusätzliches Holz im Inventar, kannst du Holzrahmen mit einer Steinaxt und {4} aufwerten.",,"Reúne madera y fabrica {0} estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\n Desde tu Inventario, selecciona {1} y equipa {2} las estructuras de madera. Coloca estructuras de madera en el mundo con {3}. Puedes usar {4} la madera extra de tu inventario para mejorar las estructuras de madera con un Hacha de piedra."
quest_BasicSurvival7_description_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft a Bedroll from the Basics category of the Crafting window. \n\nPlace the Bedroll in the world by equipping it and using the secondary action. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez un sac de couchage dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de l'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. \n\nPlatziere den Schlafsack in der Welt, indem du ihn ausrüstest und die sekundäre Aktion verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica un saco de dormir desde la categoría Básico de la ventana de Fabricación. \n\nPara poner el saco de dormir en el mundo, equípalo y usa la acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival7_description_button_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft {0} a Bedroll from the Basics category of the Crafting window. Select {1} and Equip {2} the Bedroll. \n\nPlace the Bedroll in the world with {3}. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez {0} un sac de couchage dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le sac de couchage. \n\nPlacez le sac de couchage avec {3}. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. Wähle {1} den Schlafsack aus und rüste {2} ihn aus. \n\nPlatziere den Schlafsack mit {3} in der Welt. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica {0} un saco de dormir desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} el saco de dormir. \n\nColoca el saco de dormir en el mundo con {3}. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival8_description_console,,Quest Info,KeyCon KgNone,Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. \n\nOnce placed you can use the campfire to warm yourself or cook.,"Collectez de petites pierres et fabriquez un feu de camp dans la catégorie de base de la fenêtre de fabrication. Équipez le feu de camp, puis placez-le à l'aide de l'action secondaire. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige über die Kategorie ''Grundlagen'' im Fertigungs-Fenster ein Lagerfeuer. Rüste das Lagerfeuer aus und platziere es mit der sekundären Aktion in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica una fogata desde la categoría Básico de la ventana de Fabricación. Para poner la fogata en el mundo, equípala y usa la acción secundaria. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_BasicSurvival8_description_button_console,,Quest Info,KeyCon KgNone,"Gather small stones and Craft {0} a Campfire from the Basics category of the Crafting window. Select {1} and Equip {2} the Campfire, then place it in the world with {3}. \n\nOnce placed you can use the campfire to warm yourself or cook.","Collectez de petites pierres et fabriquez {0} un feu de camp dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le feu de camp, puis placez-le avec {3}. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Wähle {1} das Lagerfeuer aus und rüste {2} es aus, dann platziere es mit {3} in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica {0} una fogata desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} la fogata, y usa {3} para ponerla en el mundo. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
wireToolTip,,Popup Tip,,"Use a wiring tool to connect electrical components. The first component you attach the wire to will be the parent component. Focus on any electrical component and use the secondary action to add a wire to that component and once again to complete the connection to a second component. Focus on any electrical component and use the primary action to remove or cut that components wire to its parent component. With the wire tool equipped you can see many useful things including: a components power usage and current power status, the flow of power represented on the wires by moving pulse from parent component to its child component and the aiming and view cone angle of objects with motion sensing capabilities.",,"Nutze ein Drahtwerkzeug um Verbindungen zwischen elektrischen Komponenten herzustellen. Die erste Komponente, die du mit der sekundären Aktionstaste anwählst, wird die Hauptkomponente sein. Wähle danach die Zielkomponente an und klicke ebenfalls mit der sekundären Aktionstaste, um eine Leitung zu ziehen. Zeige auf einen beliebigen elektrischen Komponenten und klicke mit der primären Aktionstaste während du das Drahtwerkzeug in der Hand hältst, um die Leitung zu kappen. Ist das Drahtwerkzeug ausgerüstet kannst du viele nützliche Informationen sehen, z.B. den Stromverbrauch der Komponenten und den aktuellen Stromstatus. Den Stromfluss siehst du in den Leitungen durch pulsieren zwischen den einzelnen Komponenten. Weiterhin siehst du den Zielbereich von Gegenständen mit Bewegungsmelder und den Zielbereich von Geschützen.",,
wireToolTip_title,,Popup Tip,,Wire Tool,,Drahtwerkzeug,,
generatorBankTip,,Popup Tip,,"The Generator Bank allows you to power your electrical components. It requires at least one small engine, expandable up to six. The maximum energy output is determined by the number of small engines installed and their quality. The generator bank uses gas for fuel which can be found in loot and purchased at traders or crafted at chemical stations and campfires. Requires a wire tool to add and cut wires between electrical components.",,"Die Generator Bank liefert die Strom für deine elektrischen Geräte. Es benötigt mindestens 1 kleinen Motor, kann auf bis zu 6 Motoren aufgerüstet werden. Die maximale Energiemenge wird durch die Anzahl und Qualität der verwendeten Motoren bestimmt. Die Generator Bank benötigt Benzin zum Betrieb. Diesen kannst du beim Plündern finden, beim Händler kaufen oder in der Chemiestation herstellen. Benötigt ein Drahtwerkzeug um Leitungen zwischen den elektrischen Komponenten herzustellen oder zu kappen.",,
generatorBankTip_title,,Popup Tip,,Generator Bank,,Generator Bank,,
solarBankTip,,Popup Tip,,"The Solar Bank allows you to power your electrical components. It requires at least one solar cell, expandable up to six. The maximum energy output is determined by the number of solar cells installed and their quality. Solar banks produce power during the day when in direct sunlight. Solar cells can be purchased from traders or found in loot. Requires a wire tool to add and cut wires between electrical components.",,Dei Solar Bank liefert die Strom für deine elektrischen Geräte. Sie benötigt mind. 1 Solarzelle und kann max. 6 Solarzellen aufnehmen.  Die maximale Energiemenge wird durch die Anzahl und Qualität der verwendeten Solarzellen bestimmt. Die Solar Bank produziert Strom während des Tages wenn die Sonne scheint. Solarzellen können beim Plündern gefunden oder beim Händler gekauft werden. Benötigt ein Drahtwerkzeug um Leitungen zwischen den elektrischen Komponenten herzustellen oder zu kappen.,,
solarBankTip_title,,Popup Tip,,Solar Bank,,Solar Bank,,
batteryBankTip,,Popup Tip,,"The Battery Bank allows you to power your electrical components. It requires at least one battery, expandable up to six. The maximum energy output is determined by the number of batteries installed and their quality. An externally powered and turned on Battery Bank will recharge its batteries. If there are no batteries installed it acts as a relay pushing power down line. Requires a wire tool to add and cut wires between electrical components.",,"Die Batterie Bank liefert die Strom für deine elektrischen Geräte. Sie benötigt mind. 1 Batterie und kann max. 6 Batterien aufnehmen. Die maximale Energiemenge wird durch die Anzahl und Qualität der verwendeten Batterien bestimmt. Eine eingeschaltete Batterie Bank die von einer externen Stromquelle gespeist wird, läd die Batterien wieder auf. Sind keine Batterien installiert agiert die Batterie Bank wie ein Relais. Benötigt ein Drahtwerkzeug um Leitungen zwischen den elektrischen Komponenten herzustellen oder zu kappen.",,
batteryBankTip_title,,Popup Tip,,Battery Bank,,Batterie Bank,,
paintingTip,,Popup Tip,,Use a paint brush and paint to give your base a custom look. Focus on any paint-able block and use the secondary action to paint a surface and the primary action to erase the paint from a surface. Hold the reload key to see additional painting features and change the desired paint color. Unlock additional paint groups by finding and reading painting books. Creative mode has even more paint features.,,Benutze einen Pinsel um deine Basis einen eigenen Look zu verschaffen. Visiere einen beliebigen bemalbaren Block an und benutze die sekundäre Aktionstaste um ihn zu bemalen und die primäre Aktionstaste um es wieder zu löschen. Halte die 'Nachladen'-Taste gedückt um weiter Farben und andere Spezielle Bemalungen auszuwählen. Um weiter Malereigruppen freizuschalten finde und lies Malereibücher.,,
paintingTip_title,,Popup Tip,,Painting,,Malerei,,
cameraTip,,Popup Tip,,"If you have an aim-able electrical item such as an auto-turret, motion sensor or spotlight you can set its default aim by opening it, clicking into the camera preview area, holding down your primary action and aiming to the desired position. After this is complete hit escape and exit the component.",,"Wen du zielgerichtete Elektrische Geräte wie z.B. Geschütztürme, Bewegungsmelder oder Scheinwerfer besitzt, kannst du deren Standard-Zielbereich festlegen. Wähle dein Gerät an und öffne das jeweilige Menü des Gerätes. Klicke auf das Kamera-Vorschau-Fenster mit der primären Aktionstaste, wähle nun deinen Zeilbereich aus, wenn du fertig bist verlasse das Zielfenster in dem du ESC drückst.",,
cameraTip_title,,Popup Tip,,Camera,,Kamera,,
triggerDelayDurationTip,,Popup Tip,,"If you have a triggering component such as a trigger plate, motion sensor or trip wire you can customize the way it triggers. Open it and you will see control options to manipulate Delay and Duration with a variety of options under each setting. Power duration can be set to a time or triggered which only lasts as long as someone is standing in the trigger zone. There is also an always setting which stays on until it is out of power or reset. There are also options to customize the timing of the triggered event.",,"Wenn du eine Triggergesteuerte Komponente besitzt, wie z.B. eine Triggerplatte, Bewegungsmelder oder einen Stolperdraht, kannst du die Triggereigenschaften selbst bestimmen. Öffne es und du siehst die Optionen um die Verzögerung und die Dauer einzustellen. Wie lange die Komponente aktiv ist, kann über die Zeit oder das Auslösen der Triggerzone bestimmt werden. Es besteht auch die Möglichkeit einer dauerhaften 'an' Option. Es besteht auch die Möglichkeit das Timing der auszulösenden Aktion anzupassen.",,
triggerDelayDurationTip_title,,Popup Tip,,Trigger Delay and Duration,,Triggerverzögerung und Dauer,,
landClaimTip,,Popup Tip,,"A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. When placing a block inside your land claim you will see a placement preview in a green color. You can also pickup and move electrical components and work stations inside your claim. Electrical Items outside of your claim can be cut and wired by strangers. Block placement colors are as follows: Green inside your claim, Yellow inside your friends claim, White everywhere else, Red cannot place block.",,"Ein Gebietsschutz gewährt einen Härtemodifikator welche alle Blöcke innerhalb seines Bereiches beeinflusst. Dieser Modifikator wird bei allen Angriffen und Beschädigungen durch feindliche Spieler hinzugerechnet. Wenn du einen Block in deinem Gebietschutzbereich platzieren willst siehst du die Vorschau in einer grünen Farbe. Weitehin kannst du elektrische Komponenten und Werkbänke in diesem Bereich wieder aufheben und versetzen. Außerhalb von diesem Bereich können z.B. elektische Geräte auch von Feinden verkabelt und davon getrennt werden. Folgende Blockplazierungsfarben gibt es: Grün innerhalb deines Bereiches, Gelb im Schutzbereich von deinen Freunden, Weiß überall sonst. Bei Rot kann kein Block gesetzt werden.",,
landClaimTip_title,,Popup Tip,,Land Claim,,Gebietsschutz,,
passthroughTriggeringTip,,Popup Tip,,"Any combination of trigger plates, motion sensors, and trip wires will use Passthrough Triggering. This activates all directly connected trigger components when the Parent is triggered. An example usage of this is surrounding your base with a network of trip wires to sound an alarm.",,"Jede Kombination von Triggerplatten, Bewegungsmeldern und Stolperdrähten benutzt gemeinsames auslösen. Es werden alle direkt angeschlossenen Triggerkomponenen ausgelöst, wenn eine betätigt wurde. Ein Beispiel für die Benutzung dafür ist, deine Basis rundherum mit einem Netz aus Stoperdrähten zu verbinden um einen Alarm auszulösen.",,
passthroughTriggeringTip_title,,Popup Tip,,Passthrough Triggering,,Ggemeinsames Auslösen,,
quest_WeaponBlade00,,Quest Info,KgNone,Slice and Dice 0/3,Les bases de la survie 10/11,In Würfel schneiden 0/3,,Supervivencia básica 10/11
questItemTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Items flagged as quest items are unique items which serve no purpose other than to be used in a quest that can be found through looting.,,"Gegenstände welche als Quest Item bezeichnet werden, sind einzigartige Gegenstände welche nur dazu dienen eine Quest abzuschließen, welche du beim Plündern erhalten kannst.",,
questItemTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Quest Items,,Quest Items,,
corporateSecretsConclusion,,Popup Tip,EnChanged,"After gathering all evidence and looking closely at how they all fit together, you are no closer to finding out the truth than you were before. The evidence is circumstantial, and it could easily be just coincidence, enough to convince conspiracy theorists, but no proof of wrongdoing. It seems this is destined to remain forever a mystery, but you'll be rewarded for the effort you put into seeking out the truth.",,"Nachdem du alle Beweise gesammelt und genau betrachtet hast, wie sie zusammenpassen könnten, bist du der Wahrheit kein Stück näher gekommen. Die Beweise sind nur Indizien und es könnte auch nur Zufall sein, genug um Verschwörungstheoretiker zu überzeugen, aber keine Beweise für Fehlverhalten. Es scheint, dass es dazu bestimmt ist, für immer ein Geheimnis zu bleiben. Du wirst aber trotzdem belohnt für die Anstrengung, die du unternommen hast um die Wahrheit herauszufinden.",,
corporateSecretsConclusion_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Corporate Secrets Conclusion,,Fazit des Unternehmensgeheimnises,,
requirementGroupPistol,,Requirement Group,KgNone,Holding Pistol or Silenced and Extended Versions,,Halte Pistole oder schallgedämpfte und erweiterte Version,,
requirementGroupMagnum,,Requirement Group,,Holding Magnum or Silenced and Extended Versions,,Halte Magnum oder schallgedämpfte und erweiterte Version,,
requirementGroupMP5,,Requirement Group,,Holding SMG or Extended Version,,Halte SMG oder erweiterte Version,,
requirementGroupAK47,,Requirement Group,,Holding AK47 or Scoped and Extended Versions,,Halte AK47 oder mit Zielfernrohr und erweiterte Version,,
requirementGroupSniperRifle,,Requirement Group,,Holding Sniper or Scoped and Silenced Versions,,Halte Scharfschützengewehr oder mit Zielfernrohr und schallgedämpfte Version,,
requirementGroupBoltRifle,,Requirement Group,,Holding Bolt Rifle or Extended and Scoped Versions,,Halte Bolzengewehr oder mit Zielfernrohr und erweiterte Version,,
requirementGroupFAMAS,,Requirement Group,,Holding LSAT or Silenced and Extended Versions,,Halte LSAT oder schallgedämpft und erweiterte Version,,
requirementGroupM25SniperRifle,,Requirement Group,,Holding M25 Sniper or Scoped and Extended Versions,,Halte M25 Scharfschützengewehr oder mit Zielfernrohr und erweiterte Version,,
requirementGroupkukri,,Requirement Group,,Holding any Kukri,,Halte einen beliebigen Kukri,,  
quest_AdvancedSurvival,,Quest Info,KgNone,Advanced Survival,,Überleben für Fortgeschrittene,,
quest_AdvancedSurvival1,,Quest Info,KgNone,Advanced Survival 1/7,,Überleben für Fortgeschrittene 1/7,,
quest_AdvancedSurvival1_subtitle,,Quest Info,Reordered,Kill 3 Animals,,Töte 3 Tiere,,
quest_AdvancedSurvival1_description,,Quest Info,Reordered,"Hunting is very important for resources. Hunt 3 animals and kill them for their resources. Acquire a femur and craft a bone shiv. You can then harvest it using a bone shiv or knife. Birds and Pigs will give you White Meat while Cows, Deer and Bears will give you Red Meat.",,"Die Jagd ist sehr wichtig für Ressourcen. Jage 3 Tiere und töte sie für ihre Ressourcen. Erlange einen Knochen und baue eine Knochenklinge. Du kannst das Tier  dann mit einer Knochenklinge oder Messer zerlegen. Vögel und Schweine werden dir  weißes Fleisch geben, während Kühe, Rotwild und Bären dir rotes Fleisch geben.",,
quest_AdvancedSurvival2,,Quest Info,KgNone,Advanced Survival 2/7,,Überleben für Fortgeschrittene 2/7,,
quest_AdvancedSurvival2_subtitle,,Quest Info,Reordered,Acquire Twine,,Sammler Bindfaden,,
quest_AdvancedSurvival2_description,,Quest Info,Reordered,Twine is very important. You can acquire Twine by looting buildings. Twine is used for several major recipes.,,Bindfaden ist sehr wichtig. Du kannst ihn beim durchsuchen von Gebäuden finden. Bindfaden find für mehrere wichtige Rezepte benötigt.,,
quest_AdvancedSurvival3,,Quest Info,KgNone,Advanced Survival 3/7,,Überleben für Fortgeschrittene 3/7,,
quest_AdvancedSurvival3_subtitle,,Quest Info,Reordered,Gather Bottled Water,,Sammle Gläser mit Wasser,,
quest_AdvancedSurvival3_description,,Quest Info,Reordered,"Bottled Water is extremely important to survival. Not only will it keep you alive but it is also used for important recipes. There are several ways to gather water. You can take empty jars to a water source and fill them, or you can find Murky Bottled Water and cook it in the Advanced Campfire. Bottled Water can also be looted from a variety of sources.",,"Gläser mit Wasser sind extrem wichtig für das Überleben. Es hält dich nicht nur am Leben, sondern wird auch in vielen wichtigen Rezepten benötigt. Es gibt mehrere Möglichkeiten, Wasser zu sammeln. Du kannst leere Gläser an einer Wasserquelle füllen, oder du kannst trübes Wasser finden und es im verbesserten Lagerfeuer kochen. Ein Glas mit Wasser kann auch aus vielen verschiedenen Lootcontainern geplündert werden.",,
quest_AdvancedSurvival4,,Quest Info,KgNone,Advanced Survival 4/7,,Überleben für Fortgeschrittene 4/7,,
quest_AdvancedSurvival4_subtitle,,Quest Info,Reordered,Craft Soap and a Towel,,Stelle Seife und ein Handtuch her,,
quest_AdvancedSurvival4_description,,Quest Info,Reordered,As you loot the undead you will run the risk of becoming messy. You have to clean yourself in the appropriate time. Craft some soap and a towel.,,"Wenn du die Untoten plünderst, besteht immer das Risiko, dass du schmutzig wirst. Du solltest dich mit der Zeit auch mal säubern. Stelle Seife und ein Handtuch her.",,
quest_AdvancedSurvival5,,Quest Info,KgNone,Advanced Survival 5/7,,Überleben für Fortgeschrittene 5/7,,
quest_AdvancedSurvival5_subtitle,,Quest Info,Reordered,Craft a Soapy Wet Towel,,Stelle ein nasses Handtuch mit Seife her,,
quest_AdvancedSurvival5_description,,Quest Info,Reordered,"Now that you have the proper supplies, use a bottle of water to make a wet towel. You can also right click on a water source but that will not count for this quest. The wet towel can be used to clean up stage 1 of Messes. Combining soap makes a Soapy Wet Towel and can be used to clean off after stage 1.",,"Jetzt, da du die richtigen Rohstoffe hast, benutze ein Glas mit  Wasser, um ein nasses Handtuch zu machen. Du kannst auch mit der rechten Maustaste auf eine Wasserquelle klicken, dies zählt jedoch nicht für die Quest. Das nasse Handtuch kann zur Reinigung von Stufe 1 des Schmutzes verwendet werden. Das Kombinieren mit Seife macht ein ''nasses Hantuch mit Seife'' und kann benutzt werden, um dich nach Stadium 1 zu säubern.",,
quest_AdvancedSurvival6,,Quest Info,KgNone,Advanced Survival 6/7,,Überleben für Fortgeschrittene 6/7,,
quest_AdvancedSurvival6_subtitle,,Quest Info,Reordered,Craft a Drying Rack,,Stelle ein Trockengestell her,,
quest_AdvancedSurvival6_description,,Quest Info,Reordered,Drying Racks are incredibly important for making leathers and paper. You can also use one to make Jerky and Trail Mix. Acquire the materials needed to craft one and place it down.,,"Trockengestelle sind unglaublich wichtig für die Herstellung von Leder und Papier. Du kannst auch verwenden, um Trockenfleisch und Studentenfutter herzustellen. Beschaffe die Materialien, die benötigt werden, um es herzustellen und platziere es.",,
quest_AdvancedSurvival7,,Quest Info,KgNone,Advanced Survival 7/7,,Überleben für Fortgeschrittene 7/7,,
quest_AdvancedSurvival7_subtitle,,Quest Info,Reordered,Craft Leather and Paper,,Stelle Leder und Papier her,,
quest_AdvancedSurvival7_description,,Quest Info,Reordered,Using your Drying Rack you can make leather and paper. Go out and tear some couches up and acquire leather strips. Acquire glue and Murky Water as well as wood to craft paper. You will need to be INSIDE the Drying Rack when the craft completes in order to receive credit.,,"Mit deinem Trockengestell kannst du Leder und Papier herstellen. Geh raus und zerlege ein paar Sofas und nimm die Lederstreifen. Sammle Leim und trübes Wasser, sowie Holz um Papier herzustellen. Du musst dich im Trockengestell befinden, während die Sachen hergestellt werden und fertig sind zum rausnehmen, um diese Quest erfolgreich abzuschließen.",,
quest_forges,,Quest Info,KgNone,Working The Forge,,Mit dem Schmiedeofen arbeiten,,
quest_forges1,,Quest Info,KgNone,Working the Forge 1/3,,Mit dem Schmiedeofen arbeiten 1/3,,
quest_forges1_subtitle,,Quest Info,Reordered,Craft a Basic Forge,,Stelle einen Schmiedeofen her,,
quest_forges1_description,,Quest Info,Reordered,Acquire the materials needed to make a Basic Forge. The Basic Forge allows you to make limited essential recipes. More recipes can be unlocked by making an Advanced Forge.,,Beschaffe die Materialien um einen Schmiedeofen herzustellen. Mit dem Schmiedeofen kannst du einige Grundrezepte erstellen. Weitere Rezepte können mit dem Verbesserten Schmiedeofen freigeschaltet werden.,,
quest_forges2,,Quest Info,KgNone,Working the Forge 2/3,,Mit dem Schmiedeofen arbeiten 2/3,,
quest_forges2_subtitle,,Quest Info,Reordered,Craft an Advanced Forge,,Stelle einen verbesserten Schmiedeofen her,,
quest_forges2_description,,Quest Info,Reordered,The Advanced Forge requires a lot more materials to craft but it also contains many more recipes than a Basic Forge including Molds to make other items. Gather the required materials and craft and place an Advanced Forge.,,"Der Verbesserte Schmiedeofen benötigt viel mehr Materialien zum Herstellen. Er enthält aber auch viele weitere Rezepte als ein einfacher Schmiedeofen hat, einschließlich Formen, um andere Gegenstände zu herzustellen. Sammle die benötigen Materialien und stelle den Verbesserten Schmiedeofen her.",,
quest_forges3,,Quest Info,KgNone,Working the Forge 3/3,,Mit dem Schmiedeofen arbeiten 3/3,,
quest_forges3_subtitle,,Quest Info,Reordered,Craft an Empty Mold,,Stelle eine leere Form her,,
quest_forges3_description,,Quest Info,Reordered,"Blank molds are used to create other molds. Molds are needed in the forge to craft various items like nails, jars, arrowheads and bullet tips. Gather the materials and craft a Blank Mold. When you have your blank mold you can use it and the item you wish to create to make a mold out of it, which can then be placed in the Advanced Forge.",,"Leere Formen werden verwendet, um andere Formen zu erstellen. Formen werden in der Schmiede benötigt, um verschiedene Gegenstände wie Nägel, Gläser, Pfeilspitzen und Kugelspitzen herzustellen. Sammle die Materialien und stelle eine leere Form her. Wenn du die leere Form hast, kannst du sie mit dem Gegenstand, den du gerne Schmieden möchtest, verwenden um eine passende Form dafür zu erhalten. Diese wird dann in dem Verbesserten Schmelzofen platziert.",,
quest_blacksmithing,,Quest Info,KgNone,Becoming a Blacksmith,,Werde ein Schmied,,
quest_blacksmithing1,,Quest Info,KgNone,Becoming a Blacksmith 1/2,,Werde ein Schmied 1/2,,
quest_blacksmithing1_subtitle,,Quest Info,Reordered,Craft a Blacksmith Station,,Stelle eine Schmiedestation her,,
